;Unnamed: 0;doi;author;year;title;abstract;BibTexID;included in paper review;exclusion_reasons;measurement modality;condition design;sample size;sample;pairing configuration;pairing setup;relationship pair;interaction scenario;interaction manipulation;type of communication;transfer of information;paradigm;task symmetry;analysis method;cognitive function;other_labels
65;65;10.1093/scan/nsx118;Hu, Y. and Hu, Y. and Li, X. and Pan, Y. and Cheng, X.;2017;Brain-to-brain synchronization across two persons predicts mutual prosociality;People tend to be more prosocial after synchronizing behaviors with others, yet the underlying neural mechanisms are rarely known. In this study, participant dyads performed either a coordination task or an independence task, with their brain activations recorded via the functional near-infrared spectroscopy hyperscanning technique. Participant dyads in the coordination group showed higher synchronized behaviors and greater subsequent inclination to help each other than those in the independence group, indicating the prosocial effect of interpersonal synchrony. Importantly, the coordination group demonstrated the significant task-related brain coherence, namely the interbrain synchronization, at the left middle frontal area. The detected interbrain synchronization was sensitive to shared intentionality between participants and was correlated with the mutual prosocial inclination. Further, the task-related brain coherence played a mediation role in the prosocial effect of interpersonal synchrony. This study reveals the relevance of brain-to-brain synchronization among individuals with subsequent mutual prosocial inclination and suggests the neural mechanism associating with shared cognition for the facilitation of interpersonal synchrony on prosociality. © The Author (2017). Published by Oxford University Press.;hu2017braintobrainsy;True;;fNIRS;between-subjects;70;healthy adults;dyad;ff;unfamiliar;FTF v-b;separate digital IM w/out verbal IM;goal-driven;digital;coordination tasks;high;connectivity functional;social cognition;['fNIRS channel number: 22', 'screen']
66;66;10.1016/j.neuroimage.2019.03.004;Liu, Jieqiong and Zhang, Ruqian and Geng, Binbin and Zhang, Tingyu and Yuan, Di and Otani, Satoru and Li, Xianchun;2019;Interplay between prior knowledge and communication mode on teaching effectiveness: Interpersonal neural synchronization as a neural marker;Teacher–student interaction allows students to combine prior knowledge with new information to develop new knowledge. It is widely understood that both communication mode and students’ knowledge state contribute to the teaching effectiveness (i.e., higher students’ scores), but the nature of the interplay of these factors and the underlying neural mechanism remain unknown. In the current study, we manipulated the communication modes (face-to-face [FTF] communication mode/computer-mediated communication [CMC] mode) and prior knowledge states (with vs. without) when teacher–student dyads participated in a teaching task. Using functional near-infrared spectroscopy, the brain activities of both the teacher and student in the dyads were recorded simultaneously. After teaching, perceived teacher–student interaction and teaching effectiveness were assessed. The behavioral results demonstrated that, during teaching with prior knowledge, FTF communication improved students’ academic performance, as compared with CMC. Conversely, no such effect was found for teaching without prior knowledge. Accordingly, higher task-related interpersonal neural synchronization (INS) in the left prefrontal cortex (PFC) was found in the FTF teaching condition with prior knowledge. Such INS mediated the relationship between perceived interaction and students’ test scores. Furthermore, the cumulative INS in the left PFC could predict the teaching effectiveness early in the teaching process (around 25–35 s into the teaching task) only in FTF teaching with prior knowledge. These findings provide insight into how the interplay between the communication mode and students’ knowledge state affects teaching effectiveness. Moreover, our findings suggest that INS could be a possible neuromarker for dynamic evaluation of teacher–student interaction and teaching effectiveness. © 2019 Elsevier Inc.;liu2019interplaybetwe;True;;fNIRS;between-subjects;42;healthy adults;dyad;['ff', 'mm'];instructor-student;['FTF', 'virtual'];['non-verbal IM', 'separate digital IM w/out verbal IM'];open-ended;digital;ecologically valid setting;low;connectivity functional;social cognition;['fNIRS channel number: n/s (estimate 39)', 'wavelet transform coherence', 'screen']
67;67;10.1016/j.neuroimage.2020.117025;Lu, Kelong and Yu, Tingting and Hao, Ning;2020;Creating while taking turns, the choice to unlocking group creative potential;This study aimed to examine how communication modes affect creative idea generation in groups. Three communication mode conditions were created: natural (N), turn-taking (T), and electronic brainstorming (E). Participants were randomly recruited and grouped in dyads to solve one alternative uses task (AUT) in each condition, during which functional near-infrared spectroscopy (fNIRS)-based hyperscanning was used to record interpersonal neural responses. No difference was observed in AUT fluency across the three conditions, but AUT uniqueness was higher in the T condition than in the E condition. In addition, AUT uniqueness, AUT fluency, and perspective-taking behaviours increased faster in the T condition than in the other conditions. The T condition also showed higher perspective-taking behaviours than did the other conditions. Moreover, fNIRS data showed higher interpersonal brain synchronisation (IBS) increments at the right angular gyrus in the T condition than in the other conditions, which positively predicted perspective-taking behaviours between individuals during group creativity tasks. These findings indicate that when group members create together while taking turns, both creative performance and interpersonal interaction processes can be stimulated. © 2020 The Author(s);lu2020creatingwhilet;True;;fNIRS;within-subjects;54;healthy adults;dyad;['ff', 'mm'];unfamiliar;['FTF', 'virtual'];['verbal IM', 'separate digital IM w/out verbal IM'];open-ended;mixed;ecologically valid setting;high;connectivity functional;['language', 'social cognition'];['fNIRS channel number: 22', 'wavelet transform coherence', 'screen', 'alternative uses task']
68;68;10.1002/hbm.23421;Pan, Y. and Cheng, X. and Zhang, Z. and Li, X. and Hu, Y.;2017;Cooperation in lovers: An fNIRS-based hyperscanning study;This study investigated interactive exchange in lovers and the associated interpersonal brain synchronization (IBS) using functional near-infrared spectroscopy (fNIRS)-based hyperscanning. Three types of female-male dyads, lovers, friends, and strangers, performed a cooperation task during which brain activity was recorded in right frontoparietal regions. We measured better cooperative behavior in lover dyads compared with friend and stranger dyads. Lover dyads demonstrated increased IBS in right superior frontal cortex, which also covaried with their task performance. Granger causality analyses in lover dyads revealed stronger directional synchronization from females to males than from males to females, suggesting different roles for females and males during cooperation. Our study refines the theoretical explanation of romantic interaction between lovers. Hum Brain Mapp 38:831–841, 2017. © 2016 Wiley Periodicals, Inc. © 2016 Wiley Periodicals, Inc.;pan2017cooperationinl;True;;fNIRS;between-subjects;98;healthy adults;dyad;fm;['familiar', 'unfamiliar'];SBS v-b;separate digital IM w/out verbal IM;goal-driven;digital;coordination tasks;high;['connectivity effective', 'connectivity functional'];['motor', 'social cognition'];['Granger causality', 'fNIRS channel number: 22', 'screen']
69;69;10.1016/j.bandc.2021.105692;Wu, S. and Cai, S. and Xiong, G. and Dong, Z. and Guo, H. and Han, J. and Ye, T.;2021;The only-child effect in the neural and behavioral signatures of trust revealed by fNIRS hyperscanning;"In daily life, trust is important in interpersonal interactions. However, little is known about interpersonal brain synchronization with respect to trust; in particular, the differences between individuals with and without siblings are not clear. Therefore, this study applied functional near-infrared spectroscopy hyperscanning in a sequential reciprocal-trust task. We divided pairs of participants (strangers) into two groups according to their only-child status. The two strangers interacted with one another in an online trust game while their brain activities in the medial prefrontal cortex (mPFC) and the right temporoparietal junction (rTPJ) were measured. The behavioral results revealed that compared with the non-only-child group, the only-child group exhibited lower repayment, less reciprocation, and less cooperative decisions during the process. In addition, the brain imaging results showed that the interpersonal synchronization of the mPFC in the only-child group was significantly weaker than that in the non-only-child group. Our findings demonstrate neurobehavioral support for the only-child effect in terms of the trust by revealing that an only child shows less trust than does a non-only-child, resulting in lower inter-brain coherence. \copyright 2021 Elsevier Inc.";wu2021theonlychildef;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);fNIRS;within-subjects;48;healthy adults;dyad;['ff', 'mm'];unfamiliar;FTF v-b;separate digital IM w/out verbal IM;goal-driven;digital;economic exchange tasks;high;connectivity functional;social cognition;['no collaboration task']
70;70;10.1016/j.aei.2025.103223;Wu, Jinchun and Liu, Yixuan and Du, Xiaoxi and Zhang, Xinyu and Xue, Chengqi;2025;Influence of design interaction modes on conceptual design behavior and inter-brain synchrony in designer teams: A fNIRS hyperscanning study;"Conceptual design is inherently a social and creative activity. Most studies on conceptual design of designer teams focused primarily on behavioral aspects, leaving cross-brain coupling neural mechanisms underlying designer teams' collaboration unexplored. Investigating inter-brain synchrony (IBS) offers a critical perspective on how shared neural activity supports key collaborative processes, such as coordination, communication, and team creativity. This study investigated the effects of design interaction modes (face-to-face vs. remote virtual vs. electronic brainstorming; FTF vs. RV vs. EBS) on designer teams' interactive behaviors and IBS during conceptual design. Using fNIRS-based hyperscanning, neural activities in the right prefrontal cortex and right temporoparietal junction (r-TPJ) were recorded for 72 designers (36 dyads), and behavioral characteristics, IBS, and temporal dynamics of these metrics across modes were analyzed. Results showed that FTF teams outperformed RV and EBS in creative design performance, cooperation level, team flexibility, perspective-taking, and turn- taking. Creative design performance and cooperation level increased over time across all modes, particularly in FTF and RV, while team flexibility, perspective-taking, and turn-taking initially rose before declining, notably in FTF and RV. fNIRS data revealed greater IBS in r-TPJ and between r-TPJ and right dorsolateral prefrontal cortex (r-DLPFC) in RV compared to FTF and EBS, both following a U-shaped temporal trend. Cooperation level, perspective-taking, and turn-taking positively correlated with RIBS in r-TPJ, while cooperation level correlated with RIBS between r-TPJ and r-DLPFC. These results highlight distinct behavioral and neural synchronization patterns across interaction modes in designer teams during conceptual design process, with FTF mode performing best. These findings enhanced understanding of designer teams' interactive cognition, contributed to design neurocognition research, and offered practical implications for designing tools and training programs to optimize team performance.";wu2025influenceofdes;True;;fNIRS;within-subjects;72;healthy adults;dyad;['ff', 'fm', 'mm'];unfamiliar;['FTF', 'SBS v-b', 'virtual'];['shared physical IM and verbal IM', 'separate digital IM w/out verbal IM', 'separate digital IM w/out verbal IM'];open-ended;mixed;ecologically valid setting;high;['temporal domain time', 'spatial domain source', 'connectivity functional', 'temporal domain frequency'];other;['fNIRS channel number: 23', 'wavelet transform coherence', 'screen', 'design task']
71;71;10.1038/s41593-020-0630-x;"Yang, Jiaxin;
Zhang, Hejing;
Ni, Jun;
De Dreu, Carsten K. W.;
Ma, Yina";2020;Within-group synchronization in the prefrontal cortex associates with intergroup conflict;Individuals immersed in groups sometimes lose their individuality, take risks they would normally avoid and approach outsiders with unprovoked hostility. In this study, we identified within-group neural synchronization in the right dorsolateral prefrontal cortex (rDLPFC) and the right temporoparietal junction (rTPJ) as a candidate mechanism underlying intergroup hostility. We organized 546 individuals into 91 three-versus-three-person intergroup competitions, induced in-group bonding or no-bonding control manipulation and measured neural activity and within-group synchronization using functional near-infrared spectroscopy. After in-group bonding (versus control), individuals gave more money to in-group members than to out-group members and contributed more money to outcompete their rivals. In-group bonding decreased rDLPFC activity and increased functional connectivity between the rDLPFC and the rTPJ. Especially during the out-group attack, in-group bonding also increased within-group synchronization in both the rDLPFC and the rTPJ, and within-group rDLPFC synchronization positively correlated with intergroup hostility. Within-group synchronized reduction in prefrontal activity might explain how in-group bonding leads to impulsive and collective hostility toward outsiders.;yang2020withingroupsyn;False;Population | >= 2 clinically healthy adult participants that are interacting and scanned simultaneously;fNIRS;mixed;516;healthy adults;more (n_group = 6);['fm', 'mm'];['familiar', 'unfamiliar'];FTF;separate digital IM and verbal IM;mixed;mixed;cooperation/competition tasks;high;['connectivity functional', 'spatial domain source'];['social cognition', 'executive function'];['fNIRS channel number: 52', 'wavelet transform coherence']
72;72;10.1093/scan/nsaa096;"Zamm, Anna;
Debener, Stefan;
Konvalinka, Ivana;
Sebanz, Natalie;
Knoblich, Günther";2021;The sound of silence: An EEG study of how musicians time pauses in individual and joint music performance;Pauses are an integral feature of social interaction. Conversation partners often pause between conversational turns, and musical co-performers often pause between musical phrases. How do humans coordinate the duration of pauses to ensure seamless interaction? A total of 40 trained pianists performed a simple melody containing fermatas (notated expressive pauses of unspecified duration) first alone (Solo) and then with a partner (Duet) while electroencephalography (EEG) was recorded. As predicted, Duet partners' tone onset synchrony was reduced for tones following pauses. Pauses were shorter in Duet relative to Solo performance, and synchrony of partners' Duet tone onsets was enhanced for tones following shorter pauses. EEG analysis revealed classic signatures of action preparation during pauses, namely decreases in the power of cortical beta oscillations (13-30 Hz, event-related desynchronization ERD). Beta ERD did not differ between pauses in Solo and Duet performance, but was enhanced for shorter relative to longer pauses, suggesting that reduced pause durations in Duet performance facilitated a neural state of enhanced action readiness. Together these findings provide novel insight into behavioural strategies by which musical partners resolve coordination challenges posed by expressive silence, and capture a clear neural signature of action planning during time-varying silences in natural music performance.;zamm2021thesoundofsile;False;submission after publication;EEG;within-subjects;40;healthy adults;dyad;n/s;n/s;SBS v-b;physical IM w/out verbal IM;goal-driven;analog;coordination tasks;high;['temporal domain frequency', 'spatial domain sensor'];['other'];['EEG electrode number: 32', 'music']
73;73;10.1016/j.neuroimage.2025.121086;Yamaya, N. and Inagaki, H. and Shimizu, Y. and Mitsui, S. and Hirao, K. and Kikuchi, S. and Fujita, T. and Shimoda, K. and Tozato, F. and Tsuchiya, K.;2025;Video communication mitigate feelings of friendliness: A functional near-infrared spectroscopy study;Friendliness is essential for the development of stable interpersonal relationships. Video communication is growing rapidly in popularity for initiating and maintaining personal relationships, but it is unknown if video communication is as effective as face-to-face communication for promoting friendliness. This study compared the development of subjective friendliness between video and face-to-face communication sessions and investigated the associated neural correlates. Thirty healthy same-sex pairs were recruited and randomly assigned to face-to-face (Face) and video communication (Video) groups. Both groups performed three communication conditions face-to-face or via the Zoom platform in separate rooms: singing a song alone, singing a song with the other pair, and listening to the other pair sing a song. Activities of the bilateral dorsolateral prefrontal cortex (DLPFC) and medial prefrontal cortex (MPFC) were measured during the condition by functional near-infrared spectroscopy (fNIRS), and subjective friendliness was assessed before and after each condition using the Profile of Mood States 2nd Edition (POMS-F). After each condition, the change in POMS-F score (∆POMS-F) was compared between groups, and correlations were calculated with regional brain activity measures. Face group showed an increase in all conditions in ∆POMS-F, and Video group showed in average a decrease, which results in significant group difference in ∆POMS-F. The Face group showed a significant positive correlation between right DLPFC activity and increase in ∆POMS-F, whereas the Video group showed marginal significant negative correlation. Additionally, left DLPFC activity was significantly higher and MPFC activity was significantly lower in the Video group than in the Face group during all conditions. These findings suggest that subjective feelings of friendliness may be limited during video communication due to a requirement for greater cognitive effort. © 2025 The Author(s);yamaya2025videocommunica;True;;fNIRS;mixed;60;healthy adults;dyad;['ff', 'mm'];familiar;['FTF', 'virtual'];verbal IM;goal-driven;mixed;coordination tasks;high;spatial domain source;language;['fNIRS channel number: 16', 'screen']
74;74;10.1093/cercor/bhad132;Zhang, D and an and Zhang, Shen and Lei, Zhen and Li, Yiwei and Li, Xianchun and Gu, Ruolei;2023;Why people engage in corrupt collaboration: an observation at the multi-brain level;"Recent studies suggest that corrupt collaboration (i.e. acquiring private benefits with joint immoral acts) represents a dilemma between the honesty and reciprocity norms. In this study, we asked pairs of participants (labeled as A and B) to individually toss a coin and report their outcomes; their collective benefit could be maximized by dishonestly reporting (a corrupt behavior). As expected, the likelihood of corrupt behavior was high; this probability was negatively correlated with player A's moral judgment ability but positively correlated with player B's empathic concern (EC). Functional near-infrared spectroscopy data revealed that the brain-to-brain synchronization in the right dorsolateral prefrontal cortex was associated with fewer corrupt behaviors, and that it mediated the relationship between player A's moral judgment ability and corrupt collaboration. Meanwhile, the right temporal-parietal junction synchronization was associated with more corrupt behaviors, and that it mediated the relationship between player B's EC and corrupt collaboration. The roles of these 2 regions are interpreted according to the influence of the honesty and reciprocity norms on corrupt collaboration. In our opinion, these findings provide insight into the underlying mechanisms and modulating factors of corrupt collaboration. © 2023 The Author(s). Published by Oxford University Press. All rights reserved.";zhang2023whypeopleengag;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);fNIRS;within-subjects;86;healthy adults;dyad;['ff', 'mm'];n/s;FTF;separate digital IM w/out verbal IM;goal-driven;digital;cooperation/competition tasks;high;spatial domain source;['social cognition', 'executive function'];['dyad', 'fNIRS', 'cooperation task']
75;75;10.1038/s41562-023-01663-0;Zhang, Hejing and Yang, Jiaxin and Ni, Jun and Dreu, Carsten K. W. De and Ma, Yina;2023;Leader-follower behavioural coordination and neural synchronization during intergroup conflict.;"Leaders can launch hostile attacks on out-groups and organize in-group defence. Whether groups settle the conflict in their favour depends, however, on whether followers align with leader’s initiatives. Yet how leader and followers coordinate during intergroup conflict remains unknown. Participants in small groups elected a leader and made costly contributions to intergroup conflict while dorsolateral prefrontal cortex (DLPFC) activity was simultaneously measured. Leaders were more sacrificial and their contribution influenced group survival to a greater extent during in-group defence than during out-group attacks. Leaders also had increased DLPFC activity when defending in-group, which predicted their comparatively strong contribution to conflict; followers reciprocated their leader’s initiatives the more their DLPFC activity synchronized with that of their leader. When launching attacks, however, leaders and followers aligned poorly at behavioural and neural levels, which explained why out-group attacks often failed. Our results provide a neurobehavioural account of leader–follower coordination during intergroup conflict and reveal leader–follower behavioural/neural alignment as pivotal for groups settling conflicts in their favour.";zhang2023leaderfollower;True;;fNIRS;within-subjects;480;healthy adults;more (n_group = 6);['ff', 'fm', 'mm'];unfamiliar;virtual;separate digital IM w/out verbal IM;goal-driven;digital;['economic exchange tasks', 'cooperation/competition tasks'];['high', 'low'];['spatial domain source', 'temporal domain frequency'];['social cognition', 'executive function'];['fNIRS channel number: 7, 'screen', 'leader-follower']
76;76;10.1016/j.neuropsychologia.2023.108732;Zhang, Huan and Wang, Haiman and Long, Yuhang and Jiang, Yunpeng and Lu, Chunming;2023;Interpersonal neural synchronization underlies mnemonic similarity during collaborative remembering;Although collaborative remembering is a ubiquitous feature of human beings, its underlying neurocognitive process is not well understood. Here we hypothesized that interpersonal neural synchronization (INS) might underlie collaborative remembering, while real collaboration as opposed to other modes of offline collaboration should enhance INS and facilitate mnemonic similarity. To test these hypotheses, brain activity was measured simultaneously from two individuals who performed a group-based selective retrieval practice task either in a real collaboration or in a pseudo-collaboration, i.e., an individual performed the task together with a pre-recorded audio. The results showed that the memory of two individuals converged to a greater level than the chance level in real collaboration but not in control condition. Moreover, collaborative remembering was associated with significant INS increase in the prefrontal cortex (PFC) relative to the baseline in the real collaboration only. Additionally, INS increase was significantly greater in the real collaboration than in control condition. Finally, the PFC's INS increase was positively correlated with and could accurately predict the level of mnemonic similarity in real collaboration. These findings support the hypothesis that the enhanced INS underlies the cognitive process of collaborative remembering. © 2023 Elsevier Ltd;zhang2023interpersonaln;True;;fNIRS;between-subjects;84;healthy adults;dyad;['ff', 'mm'];unfamiliar;['SBS', 'SBS v-b'];shared digital IM and verbal IM;goal-driven;mixed;cooperation/competition tasks;low;spatial domain sensor;['memory', 'language'];['fNIRS channel number: 31', 'screen', 'wavelet transform coherence']
77;77;10.1016/j.neuroimage.2023.120486;"Zhang, Juan;
Wang, Yihui;
Leong, Chantat;
Mao, Yidi;
Yuan, Zhen";2024;Bridging Stories and Science: An fNIRS-based hyperscanning investigation into child learning in STEM;Early STEM education is crucial for later learning. This novel study utilised fNIRS to examine how STEM teaching methods (i.e., traditional, storytelling, storyboarding) affect neural activity synchronisation between teachers and students. Our results showed that left and right inferior frontal gyrus (IFG) for storytelling teaching versus traditional teaching, superior temporal gyrus for storyboard teaching versus traditional teaching, and left angular gyrus for storyboard and storytelling teaching were significant different in brain synchronisation. In the storytelling teaching condition, left supramarginal gyrus brain synchrony was found to improve STEM learning outcomes. In the storyboard teaching condition, IFG brain synchrony correlated positively with STEM learning improvement. The findings confirmed that story-based teaching and storyboarding can improve STEM learning efficacy at the neural level and unscored the significant role of neural synchronization as a predictor of learning outcomes.;zhang2024bridgingstorie;False;Population | >= 2 clinically healthy adult participants that are interacting and scanned simultaneously;fNIRS;within-subjects;39;['children'];dyad;n/s;instructor-student;FTF;shared physical IM and verbal IM;open-ended;analog;ecologically valid setting;low;['connectivity functional', 'spatial domain source'];['social cognition', 'language'];['instructor was research assistant', 'fNIRS channel number: 16']
78;78;10.3390/brainsci13040600;Zhang, Qian and Liu, Zhennan and Qian, Haoyue and Hu, Yinying and Gao, Xiangping;2023;Interpersonal Competition in Elderly Couples: A Functional Near-Infrared Spectroscopy Hyperscanning Study;Elderly people tend not to compete with others, and if they do, the mechanism behind the competition is not clear. In this study, groups of elderly couples and matched cross-sex controls were recruited to perform a competitive button-pressing task, while their brain signals were simultaneously collected using functional near-infrared spectroscopy (fNIRS) hyperscanning. Several fundamental observations were made. First, controls showed attenuated interpersonal competition across task processes, but couples held the competition with each other. Second, couples demonstrated increased inter-brain synchronization (IBS) between the middle temporal cortex and the temporoparietal junction across task processes. Third, Granger causality analysis in couples revealed significant differences between the directions (i.e., from men to women, and from women to men) in the first half of the competitive task, whereas there was no significant difference in the second half. Finally, the groups of couples and controls could be successfully discriminated against based on IBS by using a machine-learning approach. In sum, these findings indicate that elderly couples can maintain interpersonal competition, and such maintenance might be associated with changes in the IBS of the mentalizing system. It suggests the possible positive impact of long-term spouse relationships on interpersonal interactions, both behaviorally and neurally, in terms of competition. © 2023 by the authors.;zhang2023interpersonalc;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);fNIRS;within-subjects;70;healthy adults;dyad;fm;['familiar', 'unfamiliar'];SBS;['shared digital IM and verbal IM', 'shared digital IM w/out verbal IM'];goal-driven;digital;cooperation/competition tasks;high;['connectivity functional', 'machine learning supervised'];social cognition;['fNIRS', 'learning', 'hyperscanning', 'competition task', 'Granger causality', 'wavelet transform coherence']
79;79;10.1016/j.tsc.2025.101774;Zhang, Si and Yin, Zihan and Lu, Shuang and Cai, Zhihui and Li, Qingqing;2025;Exploring differences in learners' learning processes across collaborative knowledge construction tasks of diverse complexity: a multiple analysis;A growing amount of attention has been paid to collaborative learning in the field of education. Group members' collaborative knowledge construction plays an important role in successful collaborative learning. Evidence has proven the implicit character of learners' collaboration and the fact that tasks of diverse complexity can promote the development of learners' cognitive abilities in different aspects. So we investigated how learners' collaborative knowledge construction processes varied across tasks of diverse complexity levels, combining explicit behavior with implicit physiological indicators. This study used content analysis, hyperscanning technology based on electroencephalograms (EEG), and epistemic network analysis (ENA) to analyze the data of 28 triads who participated in two 30-minute online collaborative tasks. According to the frequency results, learners' asking questions and planning (TaskPlan) behaviors in collaborative design tasks are significantly higher than those in collaborative concept explanation tasks. The ENA results further demonstrate that, in comparison to collaborative concept explanation tasks, the connectivity coefficients between asking questions and mutual understanding, planning (SociPlan) and mutual understanding, alongside monitoring (SociMoni) and mutual understanding are all higher in collaborative design tasks. Additionally, EEG data show that learners had higher inter-brain synchronization in the collaborative design task compared to the collaborative concept explanation task. The comprehensive analysis of multiple data points to the fact that in collaborative concept explanation tasks, learners place greater emphasis on the comprehension and construction of concepts, while in collaborative design tasks, learners attach more importance to social interactions among team members which calls for more asking questions and planning behaviors. The research findings can help teachers understand the collaborative learning processes of diverse complexity tasks. They can also give learners more specialized guidance and support accordingly.;zhang2025exploringdiffe;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);EEG;within-subjects;84;healthy adults;triad;['ff', 'mm'];unfamiliar;['FTF'];separate digital IM and verbal IM;open-ended;digital;ecologically valid setting;high;connectivity functional;['executive function', 'social cognition'];Phase Locking Value
80;80;10.1016/j.neuroimage.2023.120043;Zhao, Hanxuan and Zhang, Can and Tao, Ruiwen and Duan, Haijun and Xu, Sihua;2023;Distinct inter-brain synchronization patterns underlying group decision-making under uncertainty with partners in different interpersonal relationships;Humans may behave in different manners when making decisions with friends and strangers. Whether the interpersonal relationship and the characteristics of the individuals in the group affected the group decision-making under uncertainty in the real-time interaction remains unknown. Using the turn-based Balloon Analogue Risk Task (BART), the present study examined the group decision-making propensity under uncertainty with partners in different interpersonal relationships and interpersonal orientations. Corresponding inter-brain synchronization (IBS) patterns at the prefrontal cortex (PFC) were also uncovered with the fNIRS-based hyperscanning approach. Behavioral results identified that dyads in the friend group exhibited the uncertainty-averse propensity when comparing with the stranger group. The fNIRS results reported that feedback-related IBS at the left inferior frontal gyrus (l-IFG) and medial frontopolar cortex (mFPC) during different feedbacks was modulated by interpersonal relationships. The IBS at all channels in the PFC during the positive and negative feedbacks, respectively, predicted the decision-making propensity under uncertainty in the stranger and friend groups based on the support vector machine (SVM) algorithm. The moderating role of the social value orientation (SVO) was also verified in the mediation effect of the dyad closeness on the decision-making propensity under uncertainty via the IBS at the right lateral frontopolar cortex (r-FPC). These findings demonstrated disparate behavioral responses and inter-brain synchronization patterns underlying group decision-making under uncertainty with partners in different interpersonal relationships. © 2023 The Author(s);zhao2023distinctinterb;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);fNIRS;within-subjects;120;healthy adults;dyad;['ff', 'mm'];['familiar', 'unfamiliar'];SBS;shared digital IM w/out verbal IM;goal-driven;digital;economic exchange tasks;low;['spatial domain source', 'connectivity effective', 'temporal domain frequency'];['social cognition', 'executive function'];['dyad', 'fNIRS', 'hyperscanning', 'Granger causality', 'wavelet transform coherence']
81;81;10.1109/WHC56415.2023.10224421;Zheng, Yilei and Liu, Shiyi and Tian, Bohao and Zhang, Yuru and Wang, Dangxiao;2023;Neural Correlates of Cooperation during Interactive Visuomotor Task: An fNIRS Hyperscanning Study - 2023 IEEE World Haptics Conference, WHC 2023 - Proceedings;"Investigating neural correlates of cooperation is an important topic within the field of social cognition. The inter-brain synchronization in the leader-follower joint action paradigm and how neural synchrony is associated with the degree of cooperation remain unclear. Here, functional near-infrared spectroscopy (fNIRS)-based hyperscanning was employed to measure the neural activity of 14 dyads when they cooperated on a new interactive visuomotor task involving the leader-follower relationship. During this task, the participant who moved a handle of a haptic device along a specific path acted as the leader; meanwhile, the other participant produced a specified force with another haptic device acting as the follower. Using wavelet transform coherence analysis, we calculated the inter-brain coherence between the two participants based on their fNIRS signals from the prefrontal, left motor, and right temporoparietal brain regions. Correlation analysis between the neural coherence and the cooperation performance revealed that the increased synchrony in the right prefrontal and temporoparietal region was positively associated with the overall cooperation performance on the task. These findings suggested a vital role of the mentalizing network during the cooperative visuomotor task and the potential of inter-brain synchronization as a neural marker for assessing cooperation performance during haptic interactions. © 2023 IEEE.";zheng2023neuralcorrelat;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);fNIRS;within-subjects;28;healthy adults;dyad;['ff', 'fm', 'mm'];unfamiliar;SBS;shared digital IM w/out verbal IM;goal-driven;digital;imitation tasks;low;spatial domain source;['motor', 'visuospatial cognition'];['dyad', 'fNIRS', 'hyperscanning', 'leader-follower', 'cooperation task', 'wavelet transform coherence']
82;82;10.3390/brainsci12050635;Zhou, Shujin and Zhang, Yuxuan and Fu, Yiwen and Wu, Lingling and Li, Xiaodie and Zhu, Ningning and Li, Dan and Zhang, Mingming;2022;The Effect of Task Performance and Partnership on Interpersonal Brain Synchrony during Cooperation;"Interpersonal brain synchrony (IBS) during cooperation has not been systematically in-vestigated. To address this research gap, this study assessed neural synchrony during a cooperative jigsaw puzzle solving task using functional near‐infrared spectroscopy (fNIRS)‐based hyperscan-ning. IBS was measured for successful and failed tasks in 31 dyads in which the partners were fa-miliar or unknown to each other. No significant difference in IBS was observed between the different types of cooperative partnership; however, stronger IBS within regions of the pars triangularis Broca’s area, right frontopolar cortex, and right temporoparietal junction was observed during task success. These results highlight the effect of better task performance on cooperative IBS for the first time and further extend understanding of the neural basis of cooperation. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.";zhou2022theeffectoftas;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);fNIRS;within-subjects;62;healthy adults;dyad;['ff', 'fm', 'mm'];['familiar', 'unfamiliar'];SBS;shared digital IM and verbal IM;goal-driven;digital;cooperation/competition tasks;high;['temporal domain frequency', 'connectivity functional', 'spatial domain source'];['visuospatial cognition', 'attention'];['dyad', 'fNIRS', 'cooperation task']
